Date,Weather_Code,Max_Temp_C,Min_Temp_C,Mean_Temp_C,Precipitation_mm,Rain_mm,Precip_Hours,Daylight_sec,Sunshine_sec,Max_Wind_Speed_mps,Local Route,Light Rail,Peak Service,Rapid Route,School,Other
2024-07-21,51,10.8,3.7,6.5,0.2,0.2,2.0,36428.25,33113.95,18.7,2811,4740,0,7136,0,19.0
2024-07-22,51,12.2,3.0,7.8,0.1,0.1,1.0,36507.1,24019.1,14.2,12878,10073,322,17691,368,77.0
2024-07-23,3,13.2,1.7,5.4,0.0,0.0,0.0,36587.81,32404.5,16.2,17269,11314,367,20063,4988,80.0
2024-07-24,3,12.7,0.8,5.6,0.0,0.0,0.0,36670.29,30483.92,18.3,17528,11488,385,20156,5190,79.0
2024-07-25,61,14.9,2.7,8.4,6.3,6.3,8.0,36754.43,28913.82,22.7,17242,10997,312,19596,5499,85.0
2024-07-26,51,12.6,2.3,7.8,0.8,0.8,3.0,36840.14,33591.83,15.4,16541,10792,282,19038,5135,76.0
2024-07-27,51,11.4,0.4,4.8,0.1,0.1,1.0,36927.35,33106.45,17.7,4878,6506,0,8932,0,21.0
2024-07-28,51,8.0,0.9,4.3,0.1,0.1,1.0,37015.95,33782.53,21.1,2657,4446,0,6798,0,20.0
2024-07-29,3,10.4,-1.4,3.1,0.0,0.0,0.0,37105.87,33879.89,10.2,16772,10399,313,19741,5099,78.0
2024-07-30,3,10.9,-3.7,2.6,0.0,0.0,0.0,37197.01,33978.45,10.3,17479,11537,368,21068,5059,77.0
2024-07-31,2,10.8,-3.2,3.5,0.0,0.0,0.0,37289.29,34078.17,17.1,17434,11498,342,20937,4846,77.0
2024-08-01,3,11.6,-1.1,4.0,0.0,0.0,0.0,37383.28,34179.64,16.1,17225,11114,333,20758,5031,79.0
2024-08-02,3,11.6,-2.2,3.6,0.0,0.0,0.0,37479.36,34283.24,9.1,16929,10875,256,19123,4654,64.0
2024-08-03,3,12.4,-2.1,3.2,0.0,0.0,0.0,37577.39,34321.97,15.1,4804,6173,0,8623,2,26.0
2024-08-04,3,11.5,-1.3,3.7,0.0,0.0,0.0,37677.3,29242.62,11.7,2670,4615,0,6727,0,13.0
2024-08-05,51,9.1,1.6,4.8,0.7,0.7,4.0,37778.94,9977.97,6.1,16357,10340,357,18935,4791,64.0
2024-08-06,3,12.2,-1.1,4.7,0.0,0.0,0.0,37882.21,34716.45,15.6,17690,11279,375,21424,5094,85.0
2024-08-07,3,11.9,-1.7,4.0,0.0,0.0,0.0,37987.03,34717.61,10.0,17505,11695,349,21288,4961,76.0
2024-08-08,3,12.9,-1.4,4.3,0.0,0.0,0.0,38093.26,34903.28,14.1,16928,11291,304,20763,5036,101.0
2024-08-09,3,14.7,2.1,7.0,0.0,0.0,0.0,38200.82,25200.0,14.5,16200,10787,244,18997,4777,62.0
2024-08-10,51,14.0,-0.2,6.3,0.3,0.3,2.0,38309.6,31436.46,8.7,4835,6329,0,8639,0,17.0
2024-08-11,3,15.9,2.9,7.9,0.0,0.0,0.0,38419.5,34777.79,7.8,2744,4452,0,6776,0,14.0
2024-08-12,61,15.1,3.2,8.8,1.9,1.9,4.0,38530.43,32416.04,11.4,16707,10417,342,19550,5096,68.0
2024-08-13,53,15.9,3.9,9.6,0.7,0.7,1.0,38642.29,33199.3,9.4,17482,11274,369,21350,4838,75.0
2024-08-14,53,15.3,8.0,11.2,3.7,3.7,12.0,38754.97,10876.07,7.2,17174,11025,351,20487,4889,51.0
2024-08-15,51,17.6,4.0,9.9,1.0,1.0,5.0,38868.39,35386.59,8.7,17446,11231,321,20844,4524,91.0
2024-08-16,53,15.3,6.8,10.5,1.5,1.5,5.0,38982.47,20726.93,19.0,16467,10797,256,19135,4678,95.0
2024-08-17,51,11.0,6.3,8.1,0.6,0.6,3.0,39097.11,26014.92,21.4,4891,5814,0,8241,0,22.0
2024-08-18,51,14.0,3.0,8.1,1.0,1.0,5.0,39212.21,35469.27,12.8,2719,4481,0,6552,0,13.0
2024-08-19,3,14.4,5.0,8.5,0.0,0.0,0.0,39327.7,27228.1,8.8,16804,10456,312,19296,4748,89.0
2024-08-20,51,15.8,3.2,9.6,0.1,0.1,1.0,39443.49,30950.3,21.9,17315,11245,356,20639,4842,73.0
2024-08-21,53,14.7,8.6,11.6,1.0,1.0,2.0,39560.21,35829.61,23.7,17117,11370,351,21000,4757,102.0
2024-08-22,51,14.3,5.5,10.5,0.2,0.2,2.0,39678.29,34496.62,18.3,15692,11103,315,20190,1804,92.0
2024-08-23,51,15.1,3.4,8.3,0.1,0.1,1.0,39797.61,36278.62,13.5,16418,10875,266,19091,4616,66.0
2024-08-24,51,19.1,6.9,12.5,0.2,0.2,1.0,39918.1,36443.84,30.0,4728,6362,0,8397,0,21.0
2024-08-25,63,17.7,8.2,12.5,5.4,5.4,7.0,40039.65,7593.17,25.2,2387,4467,0,6187,0,23.0
2024-08-26,61,13.8,7.5,10.5,2.6,2.6,3.0,40162.17,36314.78,27.8,16344,10408,323,19329,4935,65.0
2024-08-27,3,15.8,4.9,10.2,0.0,0.0,0.0,40285.57,36080.7,22.5,17301,11173,351,20921,5004,65.0
2024-08-28,3,15.9,9.1,12.1,0.0,0.0,0.0,40409.77,36406.52,33.7,16867,11452,333,21017,4644,106.0
2024-08-29,3,14.1,5.8,9.6,0.0,0.0,0.0,40534.66,36836.57,21.1,17267,11047,306,20871,4774,108.0
2024-08-30,51,17.4,8.3,12.5,0.2,0.2,1.0,40660.16,25319.92,26.9,16436,10705,225,19026,3925,59.0
2024-08-31,1,13.8,8.2,11.2,0.0,0.0,0.0,40786.2,37022.23,33.7,4742,5775,0,8586,0,20.0
2024-09-01,1,16.4,8.9,12.4,0.0,0.0,0.0,40912.68,37358.3,28.5,2448,4364,0,6487,0,29.0
2024-09-02,51,11.9,5.9,9.6,0.1,0.1,1.0,41039.52,30746.79,39.0,15543,9467,337,17910,4967,78.0
2024-09-03,1,13.3,2.8,7.6,0.0,0.0,0.0,41166.64,37671.63,16.4,16725,10456,351,19473,4826,92.0
2024-09-04,3,16.6,2.3,8.6,0.0,0.0,0.0,41293.95,37481.97,19.7,16479,10552,371,19335,4528,74.0
2024-09-05,3,19.5,4.9,12.3,0.0,0.0,0.0,41421.39,37589.8,21.4,16619,10246,267,19130,4713,91.0
2024-09-06,3,21.7,10.3,15.7,0.0,0.0,0.0,41548.85,38138.47,26.0,15948,10009,258,18097,4621,71.0
2024-09-07,51,18.6,5.2,13.9,0.1,0.1,1.0,41676.27,26661.77,18.6,4607,6317,0,8659,0,21.0
2024-09-08,3,15.6,3.5,9.4,0.0,0.0,0.0,41803.57,37640.36,23.2,2702,4369,0,6920,0,33.0
2024-09-09,2,16.6,6.9,10.8,0.0,0.0,0.0,41930.68,38959.22,24.7,16056,9812,344,17921,4797,84.0
2024-09-10,3,17.4,3.0,10.0,0.0,0.0,0.0,42058.23,39089.62,10.8,16727,10665,366,19896,4629,73.0
2024-09-11,3,18.6,5.5,11.6,0.0,0.0,0.0,42186.66,37429.01,18.5,16701,10626,342,19293,4750,131.0
2024-09-12,51,14.6,5.9,10.3,1.2,1.2,5.0,42315.9,29881.44,19.2,16107,10283,365,18880,4627,78.0
2024-09-13,2,15.2,1.7,8.0,0.0,0.0,0.0,42445.86,39484.83,15.3,15789,10273,280,18080,4378,85.0
2024-09-14,53,16.2,2.7,8.4,1.0,1.0,3.0,42576.46,38033.66,21.0,4892,6279,0,9158,0,24.0
2024-09-15,3,12.2,1.8,6.6,0.0,0.0,0.0,42707.6,39750.8,21.0,2612,4609,0,7040,0,25.0
2024-09-16,3,13.8,-0.9,6.2,0.0,0.0,0.0,42839.21,39161.1,20.9,15520,10326,317,18804,4726,66.0
2024-09-17,3,16.0,3.4,8.9,0.0,0.0,0.0,42971.23,40017.97,19.8,17080,11374,349,20551,4878,80.0
2024-09-18,1,16.5,3.2,9.9,0.0,0.0,0.0,43103.54,40151.8,29.1,16776,11300,383,20242,4401,72.0
2024-09-19,3,16.3,4.7,10.8,0.0,0.0,0.0,43236.09,40285.68,32.6,16129,10469,288,19650,4557,93.0
2024-09-20,2,14.2,3.5,9.1,0.0,0.0,0.0,43368.79,40419.52,25.8,485,2537,0,440,37,0.0
2024-09-21,3,14.1,7.1,10.4,0.0,0.0,0.0,43501.56,38975.27,27.4,28,832,0,64,0,
2024-09-22,3,16.9,7.0,11.5,0.0,0.0,0.0,43634.32,40686.8,27.6,21,577,0,49,0,0.0
2024-09-23,3,19.8,6.5,12.7,0.0,0.0,0.0,43766.99,40820.08,21.9,56,1938,0,67,10,0.0
2024-09-24,3,22.8,4.5,13.7,0.0,0.0,0.0,43899.48,40883.35,20.0,36,78,0,21,3,
2024-09-25,61,18.3,12.0,14.0,7.7,7.7,14.0,44031.74,24185.55,28.3,21,0,1,10,8,
2024-09-26,63,12.0,4.4,7.7,14.6,14.6,15.0,44163.66,7968.13,21.8,9,0,0,0,2,
2024-09-27,1,15.5,1.7,7.9,0.0,0.0,0.0,44295.17,41348.89,14.5,6,0,0,13,0,
2024-09-28,3,17.4,2.1,9.5,0.0,0.0,0.0,44426.19,41479.62,16.9,1,0,0,4,0,
2024-09-29,3,18.4,5.5,11.7,0.0,0.0,0.0,44556.64,34323.79,23.9,1,0,0,3,0,
