Date,Weather_Code,Max_Temp_C,Min_Temp_C,Mean_Temp_C,Precipitation_mm,Rain_mm,Precip_Hours,Daylight_sec,Sunshine_sec,Max_Wind_Speed_mps,Local Route,Light Rail,Peak Service,Rapid Route,School,Other
2023-12-19,63,30.6,16.9,22.3,8.7,8.7,6.0,52309.98,41704.58,26.1,11172,8393,285,14440,0,55.0
2023-12-20,53,18.2,14.2,15.5,6.7,6.7,12.0,52319.35,5360.03,17.4,10974,7946,265,14248,0,58.0
2023-12-21,3,20.5,12.2,16.2,0.0,0.0,0.0,52325.3,33433.45,20.8,11612,8381,245,14129,0,80.0
2023-12-22,3,23.7,9.7,16.0,0.0,0.0,0.0,52327.76,49018.55,15.1,10210,8151,103,12763,0,54.0
2023-12-23,61,23.4,12.0,17.0,4.0,4.0,7.0,52326.69,44793.16,15.1,3836,4871,0,6909,0,19.0
2023-12-24,63,22.4,13.9,17.1,12.8,12.8,17.0,52322.06,33718.43,13.5,2298,3487,0,4827,0,12.0
2023-12-25,63,21.5,12.8,16.6,26.6,26.6,13.0,52313.8,26555.46,24.3,315,1028,0,759,0,0.0
2023-12-26,63,24.7,13.6,17.5,9.2,9.2,14.0,52301.92,41355.99,15.1,2375,3845,0,5868,0,13.0
2023-12-27,63,21.6,12.4,16.3,7.5,7.5,9.0,52286.49,34799.65,13.2,5809,4327,28,7040,0,30.0
2023-12-28,51,26.0,11.9,19.4,0.2,0.2,2.0,52267.57,48963.64,21.5,6486,4876,21,7742,0,43.0
2023-12-29,51,23.0,13.8,18.3,0.5,0.5,3.0,52245.22,45267.23,22.7,6889,5020,22,7867,0,33.0
2023-12-30,3,23.6,10.3,17.2,0.0,0.0,0.0,52219.51,48919.88,23.1,3580,4356,0,6425,0,18.0
2023-12-31,3,20.9,13.0,16.5,0.0,0.0,0.0,52190.5,40271.61,14.8,2389,4620,0,5641,0,8.0
2024-01-01,51,25.1,14.2,19.2,0.4,0.4,4.0,52158.26,33320.99,12.0,1481,2740,0,3308,0,6.0
2024-01-02,53,25.2,16.3,20.5,1.7,1.7,8.0,52122.86,38224.06,10.0,8080,5927,182,10283,0,41.0
2024-01-03,55,26.0,17.2,20.5,4.6,4.6,15.0,52084.37,35481.12,17.3,9006,6499,196,11081,0,46.0
2024-01-04,53,24.6,17.1,20.4,1.4,1.4,8.0,52042.86,32313.06,14.2,8856,7678,175,10983,0,48.0
2024-01-05,3,25.1,14.5,19.4,0.0,0.0,0.0,51998.39,46472.67,20.6,9662,9746,146,11635,0,116.0
2024-01-06,3,25.4,11.5,18.2,0.0,0.0,0.0,51951.04,48673.65,14.8,3772,8419,0,6935,0,24.0
2024-01-07,55,25.6,12.9,19.2,2.8,2.8,7.0,51900.88,38420.3,16.8,2504,4610,0,5468,0,28.0
2024-01-08,65,22.3,17.2,19.7,35.4,35.4,18.0,51847.99,16613.5,22.3,9753,7324,248,12716,0,59.0
2024-01-09,51,25.0,15.7,19.7,0.7,0.7,4.0,51792.44,41489.7,15.0,11248,8832,317,14783,0,57.0
2024-01-10,51,29.4,15.3,22.0,0.5,0.5,4.0,51734.3,48473.7,13.9,11414,8630,293,14783,0,64.0
2024-01-11,51,27.8,16.5,22.1,0.3,0.3,2.0,51673.63,48417.59,16.3,11477,8637,262,14897,0,63.0
2024-01-12,3,28.6,19.3,23.2,0.0,0.0,0.0,51610.53,46470.38,12.2,11183,8741,215,14127,0,119.0
2024-01-13,65,30.0,16.1,21.3,21.1,21.1,5.0,51545.05,33724.44,11.2,3537,4717,0,6425,0,20.0
2024-01-14,61,21.4,14.8,17.8,4.1,4.1,7.0,51476.62,16426.45,20.5,2573,4084,0,5643,0,17.0
2024-01-15,63,21.2,14.0,16.6,14.5,14.5,6.0,51404.91,21810.12,21.4,11249,8376,332,14407,0,49.0
2024-01-16,51,22.3,14.6,18.0,1.4,1.4,12.0,51330.07,5392.83,12.5,11999,9403,363,15236,0,73.0
2024-01-17,63,20.4,15.0,18.1,22.5,22.5,13.0,51252.25,3600.0,19.6,11095,8629,320,14569,0,63.0
2024-01-18,3,22.3,13.6,18.3,0.0,0.0,0.0,51171.58,47635.52,25.1,12049,9418,302,15595,0,77.0
2024-01-19,3,25.6,11.1,17.9,0.0,0.0,0.0,51088.22,47375.8,20.9,11979,9532,259,15004,0,76.0
2024-01-20,3,25.4,14.7,20.1,0.0,0.0,0.0,51002.31,40775.43,14.3,4044,5834,0,7458,0,26.0
2024-01-21,3,30.1,14.1,21.7,0.0,0.0,0.0,50914.0,47402.22,25.5,2618,4153,0,5880,0,18.0
2024-01-22,3,24.3,14.8,18.5,0.0,0.0,0.0,50823.42,41063.18,22.7,12072,9019,333,15175,0,81.0
2024-01-23,51,25.0,15.5,19.3,0.2,0.2,2.0,50730.71,37963.45,13.3,12497,9542,356,15626,0,64.0
2024-01-24,3,26.7,13.7,20.5,0.0,0.0,0.0,50636.01,31136.17,20.9,12502,9667,331,15883,0,71.0
2024-01-25,51,29.2,18.1,22.8,0.6,0.6,2.0,50539.45,19665.66,15.5,12196,9485,273,16331,0,76.0
2024-01-26,51,25.2,16.7,21.4,0.4,0.4,3.0,50441.18,45212.35,20.1,2891,5593,0,7065,0,19.0
2024-01-27,3,25.0,13.8,18.9,0.0,0.0,0.0,50341.32,46148.37,20.0,4095,6110,0,8694,0,21.0
2024-01-28,3,26.3,13.4,19.2,0.0,0.0,0.0,50239.99,46114.16,18.0,2723,4251,0,5870,0,21.0
2024-01-29,3,29.8,14.7,21.7,0.0,0.0,0.0,50137.33,46317.79,14.6,13054,9140,311,15966,42,52.0
2024-01-30,3,28.1,15.9,21.8,0.0,0.0,0.0,50033.46,45331.58,16.2,14620,9978,369,17664,170,72.0
2024-01-31,51,25.5,16.4,20.2,0.5,0.5,5.0,49928.5,33556.76,20.7,16769,10269,368,18505,2300,71.0
2024-02-01,3,29.3,15.9,21.5,0.0,0.0,0.0,49822.57,45985.66,18.4,17873,10488,352,18306,4558,71.0
2024-02-02,3,28.5,13.9,20.1,0.0,0.0,0.0,49715.78,46070.82,20.1,16882,10194,310,17639,4474,77.0
2024-02-03,3,28.9,14.4,21.0,0.0,0.0,0.0,49607.34,45873.42,18.3,4324,5584,0,8276,0,19.0
2024-02-04,3,32.5,15.0,23.7,0.0,0.0,0.0,49496.71,41865.95,17.3,2783,4296,0,6135,0,22.0
2024-02-05,63,24.2,18.9,21.0,25.7,25.7,22.0,49384.05,4025.88,11.9,16684,9629,350,18049,4819,99.0
2024-02-06,63,25.5,15.6,19.7,14.8,14.8,14.0,49269.51,38898.62,17.1,18520,11127,379,20624,6550,77.0
2024-02-07,3,23.9,11.0,16.7,0.0,0.0,0.0,49153.22,45678.42,20.1,18667,11522,406,21230,6756,88.0
2024-02-08,3,22.7,11.6,16.7,0.0,0.0,0.0,49035.34,45625.41,17.3,19037,11559,351,20647,6343,123.0
2024-02-09,0,27.8,10.5,18.2,0.0,0.0,0.0,48916.01,45570.86,16.6,17712,11308,257,19452,6174,100.0
2024-02-10,3,23.1,14.9,18.3,0.0,0.0,0.0,48795.36,45514.87,20.4,4320,8460,0,8832,0,22.0
2024-02-11,3,25.0,14.3,18.9,0.0,0.0,0.0,48673.52,45457.51,12.5,2819,4822,0,6914,0,13.0
2024-02-12,3,27.7,13.4,20.7,0.0,0.0,0.0,48550.62,45398.88,13.3,17903,10604,389,19884,6207,89.0
2024-02-13,61,28.5,15.4,22.2,4.3,4.3,2.0,48426.81,45339.05,24.2,18918,11369,370,21562,6431,96.0
2024-02-14,63,25.5,14.2,20.0,2.6,2.6,1.0,48302.21,41678.1,22.7,19121,11890,418,22017,6312,134.0
2024-02-15,51,22.1,13.9,17.1,0.1,0.1,1.0,48176.93,19713.98,15.2,18944,11412,354,21118,6354,103.0
2024-02-16,61,25.7,16.6,19.7,3.7,3.7,6.0,48051.11,23505.17,10.7,17945,12473,262,20870,5612,108.0
2024-02-17,3,28.3,18.0,22.1,0.0,0.0,0.0,47924.87,43028.77,13.5,5362,10710,0,11523,0,26.0
2024-02-18,61,26.6,16.4,21.3,2.5,2.5,2.0,47798.31,39567.27,18.9,3263,6234,0,8031,0,19.0
2024-02-19,61,25.4,16.7,19.6,3.0,3.0,8.0,47671.56,28800.0,17.5,18342,11333,432,20730,5993,73.0
2024-02-20,53,24.6,15.0,19.3,1.9,1.9,6.0,47544.73,33136.16,15.6,19124,12459,391,22628,5916,110.0
2024-02-21,53,24.8,14.6,19.7,1.7,1.7,5.0,47417.94,40021.62,12.6,19158,11821,419,22058,6120,67.0
2024-02-22,51,28.4,15.8,21.2,0.1,0.1,1.0,47291.28,44282.04,16.1,18749,12163,385,21933,5793,94.0
2024-02-23,2,28.3,15.6,21.6,0.0,0.0,0.0,47163.96,44059.75,21.6,17296,11619,307,20097,5490,100.0
2024-02-24,3,24.5,14.4,18.6,0.0,0.0,0.0,47035.43,44034.32,17.4,4765,8846,0,9909,0,14.0
2024-02-25,1,27.0,11.2,18.5,0.0,0.0,0.0,46905.8,43908.59,16.4,2958,5864,0,7136,0,9.0
2024-02-26,3,28.2,13.2,19.4,0.0,0.0,0.0,46775.19,36521.24,21.6,18130,11446,408,20579,5812,68.0
2024-02-27,51,27.3,14.8,19.2,0.4,0.4,3.0,46643.7,29232.33,18.1,19318,12323,377,22592,6007,126.0
2024-02-28,3,29.7,16.5,22.6,0.0,0.0,0.0,46511.45,42988.45,9.4,19621,12291,432,22583,6050,90.0
2024-02-29,3,32.2,18.3,24.7,0.0,0.0,0.0,46378.53,34225.07,20.9,19155,12292,353,22322,5779,108.0
2024-03-01,3,30.8,16.9,23.5,0.0,0.0,0.0,46245.07,42291.34,19.6,18752,11660,309,21585,5476,99.0
2024-03-02,3,27.0,15.6,20.5,0.0,0.0,0.0,46111.15,24670.68,20.2,4603,7170,0,10062,0,15.0
2024-03-03,3,25.9,14.0,19.0,0.0,0.0,0.0,45976.89,42692.38,20.4,2954,5261,0,7208,0,23.0
2024-03-04,3,22.9,10.7,16.1,0.0,0.0,0.0,45842.38,42350.76,19.9,18405,11455,393,20885,5932,88.0
2024-03-05,2,24.8,9.1,16.9,0.0,0.0,0.0,45707.73,42288.42,16.5,17619,12503,403,22310,2266,90.0
2024-03-06,3,28.8,12.4,20.2,0.0,0.0,0.0,45573.03,38124.84,13.8,19295,12777,414,22585,6145,103.0
2024-03-07,53,27.4,13.6,20.1,0.7,0.7,2.0,45438.38,41977.94,18.6,19316,12226,351,22311,5990,110.0
2024-03-08,3,28.0,15.2,21.0,0.0,0.0,0.0,45303.88,37013.41,13.4,17752,11944,318,21830,5580,92.0
2024-03-09,1,29.2,14.8,21.9,0.0,0.0,0.0,45169.61,41876.71,8.2,4486,6634,0,9896,0,21.0
2024-03-10,2,28.6,13.2,20.8,0.0,0.0,0.0,45035.69,41829.02,9.8,3088,5647,0,7775,0,18.0
2024-03-11,3,28.0,13.1,20.0,0.0,0.0,0.0,44902.2,39142.74,10.9,1836,4736,0,5122,0,11.0
2024-03-12,3,32.3,13.6,21.9,0.0,0.0,0.0,44769.23,41722.25,17.3,19088,12106,398,22339,6038,101.0
2024-03-13,3,28.3,15.4,21.8,0.0,0.0,0.0,44636.88,40721.99,10.8,19027,12400,389,22245,6246,86.0
2024-03-14,53,28.9,15.2,20.7,3.7,3.7,6.0,44504.43,30268.12,26.1,19016,12133,373,22077,6188,122.0
2024-03-15,53,21.4,12.7,16.5,0.8,0.8,2.0,44371.35,41228.07,21.4,18107,12032,298,20985,5945,124.0
2024-03-16,51,22.7,12.7,16.7,0.3,0.3,2.0,44237.74,33010.01,17.6,4702,7521,0,10690,1,21.0
2024-03-17,53,20.7,14.3,16.7,1.0,1.0,6.0,44103.7,23065.56,13.9,2856,4739,0,6702,0,17.0
2024-03-18,53,23.5,14.8,18.0,1.4,1.4,4.0,43969.29,26211.37,13.4,18155,11450,392,20665,5971,123.0
2024-03-19,3,26.1,13.6,19.8,0.0,0.0,0.0,43834.62,35572.65,14.4,19306,12747,423,22837,6025,82.0
2024-03-20,53,20.5,11.7,18.0,1.7,1.7,5.0,43699.76,38597.32,22.0,18958,12303,411,21981,5823,88.0
2024-03-21,0,19.2,6.5,12.4,0.0,0.0,0.0,43564.81,40612.81,16.1,18838,12491,334,21939,5524,111.0
2024-03-22,1,20.9,6.9,13.7,0.0,0.0,0.0,43429.84,40476.95,10.2,17757,12168,258,20614,5237,65.0
2024-03-23,51,20.9,9.0,14.6,1.3,1.3,8.0,43294.95,34109.82,11.0,4405,6986,0,9018,0,29.0
2024-03-24,51,23.1,11.4,16.1,0.1,0.1,1.0,43160.21,35080.27,16.1,2919,4989,0,7052,0,20.0
2024-03-25,0,25.3,8.2,15.2,0.0,0.0,0.0,43025.71,40069.05,16.1,17817,11318,364,20230,5814,86.0
2024-03-26,3,25.4,9.5,15.5,0.0,0.0,0.0,42891.55,38832.17,11.9,18587,12238,426,21575,5442,96.0
2024-03-27,51,24.1,12.9,17.5,0.2,0.2,2.0,42757.8,31220.71,13.3,18173,12156,393,20914,5656,80.0
2024-03-28,3,24.4,15.3,18.5,0.0,0.0,0.0,42624.56,38334.75,20.1,17732,12303,285,19920,5404,68.0
2024-03-29,3,25.4,15.1,19.0,0.0,0.0,0.0,42491.9,38249.25,14.8,1682,4101,0,4065,0,10.0
2024-03-30,3,28.2,12.2,18.3,0.0,0.0,0.0,42359.92,38398.91,13.0,3889,6348,0,8231,0,20.0
2024-03-31,3,25.7,10.7,17.9,0.0,0.0,0.0,42228.71,38867.32,15.6,2282,4375,0,5925,0,6.0
2024-04-01,3,26.4,13.5,18.6,0.0,0.0,0.0,42098.35,37996.51,10.5,2631,4139,0,6241,0,23.0
2024-04-02,53,19.2,11.1,15.9,1.3,1.3,5.0,41968.93,30667.68,27.5,16801,10330,410,19969,5478,142.0
2024-04-03,3,20.4,8.6,14.0,0.0,0.0,0.0,41839.78,38571.18,18.8,17476,11100,396,20651,5604,89.0
2024-04-04,51,18.2,13.4,15.3,0.7,0.7,6.0,41710.41,22336.55,17.2,17209,10776,347,20138,5537,78.0
2024-04-05,63,16.8,13.3,14.3,17.4,17.4,20.0,41580.93,583.16,22.5,15674,9502,289,17610,5192,95.0
2024-04-06,63,18.4,13.4,15.3,22.5,22.5,14.0,41451.41,13302.52,22.2,3894,5093,0,6917,0,18.0
2024-04-07,53,19.0,12.1,15.0,2.4,2.4,10.0,41321.92,31749.89,17.1,2814,5058,0,6904,0,26.0
2024-04-08,51,20.2,11.0,14.4,0.4,0.4,3.0,41192.55,36645.01,16.2,17352,10585,382,19422,5555,90.0
2024-04-09,65,14.2,6.5,10.6,14.5,14.5,4.0,41063.41,20268.54,27.2,16863,10584,423,19544,5557,85.0
2024-04-10,3,17.1,3.5,9.6,0.0,0.0,0.0,40934.55,37522.25,19.2,17754,11095,413,19694,5391,88.0
2024-04-11,1,17.7,5.1,11.0,0.0,0.0,0.0,40806.08,37305.52,11.8,17427,10766,339,20120,5269,81.0
2024-04-12,3,18.8,5.8,11.3,0.0,0.0,0.0,40678.08,36939.21,16.6,16685,10875,266,19046,4712,84.0
2024-04-13,3,17.5,6.9,11.4,0.0,0.0,0.0,40550.64,36735.64,9.9,4855,6268,0,8404,0,22.0
2024-04-14,3,19.3,8.1,13.4,0.0,0.0,0.0,40423.86,33103.02,14.8,2704,4861,0,6791,0,19.0
2024-04-15,3,19.0,3.8,10.8,0.0,0.0,0.0,40297.81,36427.18,15.7,12891,10139,366,17634,0,65.0
2024-04-16,3,18.7,5.7,11.3,0.0,0.0,0.0,40172.61,36426.23,13.4,13976,11549,391,19837,0,82.0
2024-04-17,51,19.2,11.0,14.3,0.4,0.4,4.0,40048.32,33909.13,11.8,13922,11068,406,19070,0,80.0
2024-04-18,3,18.3,8.2,13.3,0.0,0.0,0.0,39925.08,36202.46,17.9,13905,10973,361,19198,0,77.0
2024-04-19,3,17.2,6.2,10.6,0.0,0.0,0.0,39802.96,36037.6,10.1,12975,10718,298,17709,0,83.0
2024-04-20,3,18.6,7.1,12.1,0.0,0.0,0.0,39682.06,36082.57,17.9,5039,6200,0,8743,0,26.0
2024-04-21,3,18.9,4.2,10.3,0.0,0.0,0.0,39562.48,36075.41,7.6,2710,4752,0,6433,0,22.0
2024-04-22,3,19.8,5.7,11.5,0.0,0.0,0.0,39444.34,36035.11,10.3,12918,10197,389,17538,0,63.0
2024-04-23,3,18.9,5.6,11.6,0.0,0.0,0.0,39326.98,36006.16,18.1,13638,10823,362,19086,0,80.0
2024-04-24,3,17.8,8.6,13.0,0.0,0.0,0.0,39209.96,35965.87,19.6,13733,10679,359,18766,0,73.0
2024-04-25,0,16.0,4.1,9.4,0.0,0.0,0.0,39093.36,35914.07,14.4,2425,4726,0,6122,0,19.0
2024-04-26,0,15.8,4.2,9.3,0.0,0.0,0.0,38977.27,35862.08,8.6,11988,9336,193,15869,0,78.0
2024-04-27,3,17.5,3.9,10.0,0.0,0.0,0.0,38861.78,35757.6,7.0,4922,6073,0,8213,0,24.0
2024-04-28,3,18.0,4.9,10.7,0.0,0.0,0.0,38746.98,28557.63,14.7,2772,4672,0,7003,0,28.0
2024-04-29,3,19.3,5.2,11.7,0.0,0.0,0.0,38632.98,30535.73,15.9,13634,10232,371,18038,1112,52.0
2024-04-30,51,14.2,9.4,11.6,1.0,1.0,8.0,38519.85,8260.59,15.6,18231,11851,383,21160,5821,94.0
2024-05-01,3,16.8,4.6,9.8,0.0,0.0,0.0,38407.71,35274.66,16.3,18637,12002,411,21233,5781,123.0
2024-05-02,3,15.9,4.3,9.8,0.0,0.0,0.0,38296.64,35156.16,12.8,18416,11639,347,21093,5737,71.0
2024-05-03,53,16.0,7.5,10.9,0.9,0.9,3.0,38186.75,31729.96,14.5,17605,11511,271,19880,5560,61.0
2024-05-04,51,15.4,10.3,12.3,0.5,0.5,3.0,38078.13,9734.72,19.9,4856,6139,0,8444,0,22.0
2024-05-05,53,15.0,10.6,12.0,3.9,3.9,13.0,37970.9,7020.19,15.8,2565,4262,0,6097,0,17.0
2024-05-06,3,15.9,8.5,11.6,0.0,0.0,0.0,37865.16,33955.6,25.5,17101,10793,357,19639,5710,68.0
2024-05-07,51,16.3,8.2,12.1,0.9,0.9,7.0,37761.02,25738.7,14.2,18103,11758,382,20829,5540,85.0
2024-05-08,51,15.2,8.3,12.0,0.5,0.5,5.0,37658.58,16472.58,12.8,18132,11744,369,20586,5456,101.0
2024-05-09,53,16.2,9.8,12.6,1.0,1.0,5.0,37557.95,23083.56,13.0,18054,11401,358,20069,5530,108.0
2024-05-10,51,16.8,10.0,13.0,0.1,0.1,1.0,37459.26,21746.69,16.4,17339,10895,281,19114,5080,75.0
2024-05-11,61,13.5,11.0,12.0,18.0,18.0,21.0,37362.61,0.0,17.2,4207,5358,0,7194,0,16.0
2024-05-12,61,16.4,8.9,12.3,5.4,5.4,11.0,37268.12,22503.99,15.8,2494,4437,0,6251,0,14.0
2024-05-13,1,16.9,5.3,10.6,0.0,0.0,0.0,37175.23,33951.6,14.2,17108,11047,349,19420,5442,61.0
2024-05-14,3,17.0,4.2,8.9,0.0,0.0,0.0,37083.57,33852.47,13.3,18033,11508,363,20873,5229,72.0
2024-05-15,3,16.2,5.9,11.0,0.0,0.0,0.0,36993.2,33754.63,14.7,17920,11871,388,20313,5164,62.0
2024-05-16,3,15.8,4.6,9.6,0.0,0.0,0.0,36904.22,30850.62,7.7,17970,11262,312,20001,5113,92.0
2024-05-17,3,17.7,3.8,8.8,0.0,0.0,0.0,36816.71,33563.24,13.8,17286,11158,271,19497,4885,65.0
2024-05-18,51,11.1,3.1,7.3,0.2,0.2,1.0,36730.76,33469.88,28.7,4792,6039,0,8107,0,15.0
2024-05-19,3,12.2,1.3,5.0,0.0,0.0,0.0,36646.46,33378.21,14.8,2739,4731,0,6496,0,23.0
2024-05-20,2,14.3,-0.6,5.9,0.0,0.0,0.0,36563.9,33288.35,14.8,17048,10892,350,18756,5162,66.0
2024-05-21,2,14.3,0.2,6.9,0.0,0.0,0.0,36483.17,33200.38,10.8,17404,11659,397,19945,5219,99.0
2024-05-22,3,12.6,1.4,6.2,0.0,0.0,0.0,36404.36,32991.95,9.4,17471,11645,373,19880,4901,96.0
2024-05-23,3,13.1,0.0,5.7,0.0,0.0,0.0,36327.56,32803.6,9.7,17414,11086,318,19881,4917,71.0
2024-05-24,3,13.9,-0.3,5.8,0.0,0.0,0.0,36252.87,32720.91,8.6,16631,10638,252,18396,4345,63.0
2024-05-25,3,14.2,2.8,7.3,0.0,0.0,0.0,36180.38,27268.32,6.0,4666,6110,0,8155,0,17.0
2024-05-26,3,14.2,1.7,6.7,0.0,0.0,0.0,36110.19,32130.54,12.5,2791,4820,0,6383,0,23.0
2024-05-27,3,13.4,1.1,5.9,0.0,0.0,0.0,36042.4,32225.23,9.1,2790,4347,0,6192,0,13.0
2024-05-28,3,14.4,-0.3,6.0,0.0,0.0,0.0,35977.1,32447.94,6.7,17388,10862,405,19336,5180,76.0
2024-05-29,3,15.7,1.1,6.9,0.0,0.0,0.0,35914.38,32578.12,15.0,17508,10878,389,19124,5264,66.0
2024-05-30,3,16.7,3.2,10.5,0.0,0.0,0.0,35854.35,27237.85,26.0,17375,10726,337,19327,5100,75.0
2024-05-31,63,15.0,4.3,12.0,15.4,15.4,12.0,35797.11,16302.66,29.7,14447,9308,232,16335,4022,63.0
2024-06-01,53,12.9,2.7,7.3,1.3,1.3,3.0,35742.74,15445.95,12.2,4766,5885,0,7828,0,23.0
2024-06-02,3,12.3,4.1,7.9,0.0,0.0,0.0,35690.94,17608.14,13.7,2748,4495,0,6210,0,31.0
2024-06-03,53,9.7,3.1,5.4,1.6,1.6,4.0,35641.46,19844.06,20.2,15979,9854,335,17356,5093,67.0
2024-06-04,3,10.5,2.5,5.8,0.0,0.0,0.0,35594.34,10231.29,16.0,17080,10948,342,19202,5177,70.0
2024-06-05,63,12.5,3.1,7.6,11.2,11.2,11.0,35549.61,6215.28,13.2,16822,10454,367,18771,5006,75.0
2024-06-06,53,14.4,8.8,11.0,1.7,1.7,10.0,35507.34,15303.8,19.9,16242,9950,305,18375,4846,83.0
2024-06-07,63,13.5,9.4,11.1,6.2,6.2,11.0,35467.55,12641.7,22.4,15710,9714,230,17105,4727,69.0
2024-06-08,51,16.0,6.5,10.5,0.4,0.4,2.0,35430.29,30417.49,8.6,4825,6848,0,8536,0,19.0
2024-06-09,3,11.9,3.6,7.7,0.0,0.0,0.0,35395.6,22794.37,18.4,2785,4826,0,6671,0,18.0
2024-06-10,3,12.5,3.0,7.3,0.0,0.0,0.0,35363.51,30573.24,10.3,2506,4139,0,6115,0,15.0
2024-06-11,61,9.5,2.2,6.3,8.1,8.1,10.0,35334.07,1099.23,25.3,16261,10347,340,18625,5118,91.0
2024-06-12,51,11.7,0.8,7.9,0.2,0.2,2.0,35307.33,28312.67,23.4,17166,10623,364,19041,5116,70.0
2024-06-13,3,9.8,-0.3,4.0,0.0,0.0,0.0,35283.3,23408.47,7.4,16966,10391,343,18676,4888,94.0
2024-06-14,53,10.2,1.1,5.7,1.7,1.7,4.0,35262.04,12388.56,9.4,16193,9984,237,17784,4826,57.0
2024-06-15,61,10.7,1.1,7.0,4.1,4.1,6.0,35243.58,21064.99,16.6,4493,5491,0,8024,0,26.0
2024-06-16,3,8.6,-1.7,2.9,0.0,0.0,0.0,35227.95,31822.6,7.9,2626,4124,0,6481,0,21.0
2024-06-17,51,11.8,-0.8,4.7,0.3,0.3,2.0,35215.2,25005.92,14.8,15884,9606,368,17510,4938,46.0
2024-06-18,3,8.7,-1.0,3.4,0.0,0.0,0.0,35205.34,31797.48,16.3,16395,10312,346,18537,4893,71.0
2024-06-19,3,7.2,-1.4,1.5,0.0,0.0,0.0,35198.41,31075.95,13.8,15962,10081,361,18459,4710,74.0
2024-06-20,53,8.8,-3.2,1.4,0.6,0.6,2.0,35194.45,30891.33,10.7,15700,9888,304,17787,4481,59.0
2024-06-21,51,9.6,2.0,5.0,0.4,0.4,3.0,35193.49,24452.32,8.3,14986,9623,263,17075,4501,77.0
2024-06-22,3,11.0,-0.2,5.0,0.0,0.0,0.0,35195.57,30853.67,16.9,4768,5618,0,8056,1,24.0
2024-06-23,3,11.3,-1.4,3.5,0.0,0.0,0.0,35200.66,31779.78,12.2,2736,4271,0,6258,0,29.0
2024-06-24,3,8.8,-1.4,1.9,0.0,0.0,0.0,35208.75,26660.7,11.4,14879,9397,322,17133,4438,95.0
2024-06-25,3,11.1,-0.2,3.7,0.0,0.0,0.0,35219.79,29167.36,10.6,15358,10217,325,18228,4487,54.0
2024-06-26,3,12.3,-0.5,4.7,0.0,0.0,0.0,35233.73,30708.1,16.7,15703,10374,319,18275,4166,82.0
2024-06-27,3,9.7,-0.9,3.0,0.0,0.0,0.0,35250.56,29391.57,16.3,15434,9897,315,18010,4044,74.0
2024-06-28,3,9.8,-1.8,2.4,0.0,0.0,0.0,35270.21,31031.57,11.4,14974,9894,232,17648,3816,65.0
2024-06-29,55,12.0,-1.9,5.5,3.4,3.4,5.0,35292.65,31705.98,22.9,4592,5955,0,8447,0,16.0
2024-06-30,63,8.4,-1.2,5.2,7.8,7.8,8.0,35317.83,12891.82,15.5,2479,3985,0,6334,0,15.0
2024-07-01,3,10.0,-2.0,2.2,0.0,0.0,0.0,35345.71,31947.78,12.5,14040,9241,319,16658,3016,56.0
2024-07-02,3,11.1,-1.2,4.4,0.0,0.0,0.0,35376.26,31792.74,16.1,14670,9940,341,17921,2970,50.0
2024-07-03,3,11.9,2.5,5.8,0.0,0.0,0.0,35409.41,32012.6,17.3,14579,10075,341,17638,2831,72.0
2024-07-04,3,12.5,6.7,8.8,0.0,0.0,0.0,35445.13,31578.01,22.8,14158,9736,322,17267,2795,67.0
2024-07-05,3,13.2,4.4,7.5,0.0,0.0,0.0,35483.36,31896.23,16.9,13529,9363,247,16422,2344,81.0
2024-07-06,3,12.1,0.0,5.5,0.0,0.0,0.0,35524.07,32150.92,11.7,4594,5572,0,7574,0,16.0
2024-07-07,51,12.5,-0.9,6.0,0.2,0.2,2.0,35567.2,27433.93,12.4,2465,4161,0,5987,0,27.0
2024-07-08,61,12.6,7.3,9.2,8.9,8.9,20.0,35612.7,1243.3,6.8,11237,8654,282,15559,0,52.0
2024-07-09,55,11.3,7.4,9.3,3.6,3.6,10.0,35660.53,12453.94,20.2,12138,9564,308,16424,0,58.0
2024-07-10,51,11.5,6.9,8.8,0.1,0.1,1.0,35710.65,23181.29,15.6,12394,9952,308,16751,0,76.0
2024-07-11,3,8.9,2.8,5.7,0.0,0.0,0.0,35762.99,21346.95,12.6,12010,9618,325,16433,0,79.0
2024-07-12,3,11.1,1.7,5.0,0.0,0.0,0.0,35817.95,26949.35,9.0,11361,9231,220,15268,0,63.0
2024-07-13,3,11.6,-1.6,4.7,0.0,0.0,0.0,35875.75,32338.11,16.2,4527,5881,0,7983,0,19.0
2024-07-14,51,9.7,0.7,4.5,0.2,0.2,2.0,35936.27,30502.79,22.4,2510,4364,0,6116,0,34.0
2024-07-15,51,5.1,1.6,3.6,0.2,0.2,2.0,35999.44,2522.68,23.8,11369,8161,275,15282,0,74.0
2024-07-16,53,8.2,3.4,5.3,3.1,3.1,11.0,36065.14,5944.31,22.4,11828,9388,299,16126,0,60.0
2024-07-17,53,10.6,2.3,5.7,1.7,1.7,6.0,36133.28,14106.09,10.6,12194,9821,365,16383,0,73.0
2024-07-18,51,7.3,0.6,3.8,0.2,0.2,2.0,36203.76,25222.4,19.7,12322,9647,291,16458,0,72.0
2024-07-19,51,7.9,0.4,4.5,0.1,0.1,1.0,36276.48,14819.73,26.5,11573,9340,254,15526,0,70.0
2024-07-20,61,7.4,4.3,5.8,14.5,14.5,23.0,36351.34,7642.99,33.2,3685,4670,0,6703,0,14.0
